accessory_count	enclosable	fragility	has_fixed_location	partner_node_available	requires_license	value_band	weight_class	tier	winning_row	precedence	all_matching_rows
many	false	delicate	true	false	true	mid	machine_lift	4	R01	10	R01,R03,R07,R08,R09
many	false	delicate	true	false	true	high	hand	4	R01	10	R01,R03,R05,R07,R09
many	false	delicate	true	false	true	high	two_person	4	R01	10	R01,R03,R05,R07,R09
many	false	delicate	true	false	true	high	machine_lift	4	R01	10	R01,R03,R05,R07,R08,R09
many	false	delicate	true	false	true	very_high	hand	4	R01	10	R01,R03,R04,R07,R09
many	false	delicate	true	false	true	very_high	two_person	4	R01	10	R01,R03,R04,R07,R09
many	false	delicate	true	false	true	very_high	machine_lift	4	R01	10	R01,R03,R04,R07,R08,R09
many	false	delicate	true	false	false	low	hand	3	R03	30	R03,R07,R09
many	false	delicate	true	false	false	low	two_person	3	R03	30	R03,R07,R09
many	false	delicate	true	false	false	low	machine_lift	3	R03	30	R03,R07,R08,R09
many	false	delicate	true	false	false	mid	hand	3	R03	30	R03,R07,R09
many	false	delicate	true	false	false	mid	two_person	3	R03	30	R03,R07,R09
many	false	delicate	true	false	false	mid	machine_lift	3	R03	30	R03,R07,R08,R09
many	false	delicate	true	false	false	high	hand	3	R03	30	R03,R05,R07,R09
many	false	delicate	true	false	false	high	two_person	3	R03	30	R03,R05,R07,R09
many	false	delicate	true	false	false	high	machine_lift	3	R03	30	R03,R05,R07,R08,R09
many	false	delicate	true	false	false	very_high	hand	3	R03	30	R03,R04,R07,R09
many	false	delicate	true	false	false	very_high	two_person	3	R03	30	R03,R04,R07,R09
many	false	delicate	true	false	false	very_high	machine_lift	3	R03	30	R03,R04,R07,R08,R09
many	false	delicate	false	true	true	low	hand	4	R01	10	R01,R02,R03,R09
many	false	delicate	false	true	true	low	two_person	4	R01	10	R01,R02,R03,R09
many	false	delicate	false	true	true	low	machine_lift	4	R01	10	R01,R02,R03,R08,R09
many	false	delicate	false	true	true	mid	hand	4	R01	10	R01,R02,R03,R06,R09
many	false	delicate	false	true	true	mid	two_person	4	R01	10	R01,R02,R03,R06,R09
many	false	delicate	false	true	true	mid	machine_lift	4	R01	10	R01,R02,R03,R06,R08,R09
many	false	delicate	false	true	true	high	hand	4	R01	10	R01,R02,R03,R05,R06,R09
many	false	delicate	false	true	true	high	two_person	4	R01	10	R01,R02,R03,R05,R06,R09
many	false	delicate	false	true	true	high	machine_lift	4	R01	10	R01,R02,R03,R05,R06,R08,R09
many	false	delicate	false	true	true	very_high	hand	4	R01	10	R01,R02,R03,R04,R09
many	false	delicate	false	true	true	very_high	two_person	4	R01	10	R01,R02,R03,R04,R09
many	false	delicate	false	true	true	very_high	machine_lift	4	R01	10	R01,R02,R03,R04,R08,R09
many	false	delicate	false	true	false	low	hand	5	R02	20	R02,R03,R09
many	false	delicate	false	true	false	low	two_person	5	R02	20	R02,R03,R09
many	false	delicate	false	true	false	low	machine_lift	5	R02	20	R02,R03,R08,R09
many	false	delicate	false	true	false	mid	hand	5	R02	20	R02,R03,R06,R09
many	false	delicate	false	true	false	mid	two_person	5	R02	20	R02,R03,R06,R09
many	false	delicate	false	true	false	mid	machine_lift	5	R02	20	R02,R03,R06,R08,R09
many	false	delicate	false	true	false	high	hand	5	R02	20	R02,R03,R05,R06,R09
many	false	delicate	false	true	false	high	two_person	5	R02	20	R02,R03,R05,R06,R09
many	false	delicate	false	true	false	high	machine_lift	5	R02	20	R02,R03,R05,R06,R08,R09
many	false	delicate	false	true	false	very_high	hand	5	R02	20	R02,R03,R04,R09
many	false	delicate	false	true	false	very_high	two_person	5	R02	20	R02,R03,R04,R09
many	false	delicate	false	true	false	very_high	machine_lift	5	R02	20	R02,R03,R04,R08,R09
many	false	delicate	false	false	true	low	hand	4	R01	10	R01,R03,R09
many	false	delicate	false	false	true	low	two_person	4	R01	10	R01,R03,R09
many	false	delicate	false	false	true	low	machine_lift	4	R01	10	R01,R03,R08,R09
many	false	delicate	false	false	true	mid	hand	4	R01	10	R01,R03,R06,R09
many	false	delicate	false	false	true	mid	two_person	4	R01	10	R01,R03,R06,R09
many	false	delicate	false	false	true	mid	machine_lift	4	R01	10	R01,R03,R06,R08,R09
many	false	delicate	false	false	true	high	hand	4	R01	10	R01,R03,R05,R06,R09
many	false	delicate	false	false	true	high	two_person	4	R01	10	R01,R03,R05,R06,R09
many	false	delicate	false	false	true	high	machine_lift	4	R01	10	R01,R03,R05,R06,R08,R09
many	false	delicate	false	false	true	very_high	hand	4	R01	10	R01,R03,R04,R09
many	false	delicate	false	false	true	very_high	two_person	4	R01	10	R01,R03,R04,R09
many	false	delicate	false	false	true	very_high	machine_lift	4	R01	10	R01,R03,R04,R08,R09
many	false	delicate	false	false	false	low	hand	3	R03	30	R03,R09
many	false	delicate	false	false	false	low	two_person	3	R03	30	R03,R09
many	false	delicate	false	false	false	low	machine_lift	3	R03	30	R03,R08,R09
many	false	delicate	false	false	false	mid	hand	3	R03	30	R03,R06,R09
many	false	delicate	false	false	false	mid	two_person	3	R03	30	R03,R06,R09
many	false	delicate	false	false	false	mid	machine_lift	3	R03	30	R03,R06,R08,R09
many	false	delicate	false	false	false	high	hand	3	R03	30	R03,R05,R06,R09
many	false	delicate	false	false	false	high	two_person	3	R03	30	R03,R05,R06,R09
many	false	delicate	false	false	false	high	machine_lift	3	R03	30	R03,R05,R06,R08,R09
many	false	delicate	false	false	false	very_high	hand	3	R03	30	R03,R04,R09
many	false	delicate	false	false	false	very_high	two_person	3	R03	30	R03,R04,R09
many	false	delicate	false	false	false	very_high	machine_lift	3	R03	30	R03,R04,R08,R09
